s,kW,kW,kW,kW,kW,kW,kW,kW,kW,kg/s,kg/s,kg/s,kg/s
Time,HRR,Q_RADI,Q_CONV,Q_COND,Q_DIFF,Q_PRES,Q_PART,Q_ENTH,Q_TOTAL,MLR_AIR,MLR_METHANOL,MLR_PRODUCTS,MLR_WATER VAPOR
 7.5004242E+001, 1.3833844E+001,-3.9229457E+000,-6.5863600E-002,-4.5165316E+000, 3.8227995E-004, 0.0000000E+000, 0.0000000E+000, 5.0843919E+000, 5.3288858E+000, 0.0000000E+000, 6.5945241E-004, 0.0000000E+000, 0.0000000E+000
 7.5603775E+001, 1.3843546E+001,-3.9258410E+000,-6.5753208E-002,-4.5227823E+000, 3.8388982E-004, 0.0000000E+000, 0.0000000E+000, 4.9920051E+000, 5.3295530E+000, 0.0000000E+000, 6.6053691E-004, 0.0000000E+000, 0.0000000E+000
 7.6201866E+001, 1.3873444E+001,-3.9401510E+000,-6.5024020E-002,-4.5326200E+000, 3.8891693E-004, 0.0000000E+000, 0.0000000E+000, 5.0136691E+000, 5.3360376E+000, 0.0000000E+000, 6.6162414E-004, 0.0000000E+000, 0.0000000E+000
 7.6801201E+001, 1.3913486E+001,-3.9653049E+000,-6.5873924E-002,-4.5127143E+000, 3.8822342E-004, 0.0000000E+000, 0.0000000E+000, 5.0843437E+000, 5.3699812E+000, 0.0000000E+000, 6.6270243E-004, 0.0000000E+000, 0.0000000E+000
 7.7406837E+001, 1.3919271E+001,-3.9815518E+000,-6.4772477E-002,-4.5370151E+000, 3.8898229E-004, 0.0000000E+000, 0.0000000E+000, 5.1033463E+000, 5.3363205E+000, 0.0000000E+000, 6.6379271E-004, 0.0000000E+000, 0.0000000E+000
 7.8000069E+001, 1.3936373E+001,-3.9961379E+000,-6.2285153E-002,-4.5627539E+000, 3.8714578E-004, 0.0000000E+000, 0.0000000E+000, 4.9727922E+000, 5.3155828E+000, 0.0000000E+000, 6.6487599E-004, 0.0000000E+000, 0.0000000E+000
 7.8604027E+001, 1.3980897E+001,-4.0167150E+000,-6.2748098E-002,-4.6083951E+000, 3.9051446E-004, 0.0000000E+000, 0.0000000E+000, 4.9329645E+000, 5.2934294E+000, 0.0000000E+000, 6.6595731E-004, 0.0000000E+000, 0.0000000E+000
 7.9205643E+001, 1.3983482E+001,-4.0315225E+000,-6.3403465E-002,-4.6222535E+000, 3.9421357E-004, 0.0000000E+000, 0.0000000E+000, 4.9830705E+000, 5.2666962E+000, 0.0000000E+000, 6.6704676E-004, 0.0000000E+000, 0.0000000E+000
 7.9801254E+001, 1.4000321E+001,-4.0468329E+000,-6.4006651E-002,-4.6479852E+000, 3.9171960E-004, 0.0000000E+000, 0.0000000E+000, 4.9379880E+000, 5.2418876E+000, 0.0000000E+000, 6.6812969E-004, 0.0000000E+000, 0.0000000E+000
 8.0401443E+001, 1.4045957E+001,-4.0661827E+000,-6.4800167E-002,-4.6449243E+000, 3.9046043E-004, 0.0000000E+000, 0.0000000E+000, 5.0280603E+000, 5.2704399E+000, 0.0000000E+000, 6.6921072E-004, 0.0000000E+000, 0.0000000E+000
